,RDP_10398,RDP_5224,RDP_1017,RDP_92,RDP_12
CC11CM81SCR05a05f089d6c48ed981c4536e0a2cc29_From_AF373177_1_1991_description_AF373177_1_1991_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Pectobacterium_Pectobacterium_atrosepticum_organism_Pectobacterium_atrosepticum_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Pectobacterium_ncbitaxid_29471,18.0,4.0,1.0,3.0,5.0
CC11CM59SCR04579ee696ab4a7eb2da04129278ade2_From_AB547642_1_1486_description_AB547642_1_1486_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_fluxus_organism_Bacteroides_fluxus_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_626930,3.0,1.0,3.0,3.0,1.0
CC11CM48SCR685f7f4afa914b0982da14b743472351_From_NR041340_1_description_Oscillibacter_valericigenes_strain_Sjm18_20_16S_ribosomal_RNA_gene_partial_sequence_organism_Oscillibacter_valericigenes_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Oscillospiraceae_Oscillibacter_ncbitaxid_351091,3.0,3.0,1.0,4.0,6.0
CC11CM42SCR3125b22d22164d4eba9a16656d0a72d9_From_AJ132842_30_1345_description_AJ132842_30_1345_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_Dorea_longicatena_organism_Dorea_longicatena_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_ncbitaxid_88431,1.0,1.0,1.0,1.0,11.0
CC11CM15SCRdc90069d43ef4055a16814057cd95168_From_NR113323_1_description_Clostridium_bifermentans_strain_JCM_1386_16S_ribosomal_RNA_gene_partial_sequence_organism_Clostridium_bifermentans_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptoclostridium_ncbitaxid_1490,5.0,3.0,11.0,10.0,5.0
CC11CM37SCR779c5d5835754f49b5f641e11cfe960f_From_AF349724_1_1508_description_AF349724_1_1508_Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Turicibacter_Turicibacter_sanguinis_organism_Turicibacter_sanguinis_taxonomy_Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Turicibacter_ncbitaxid_154288,1.0,1.0,1.0,9.0,1.0
CC11CM40SCR0cc1ebaed06d48369f96abff030fd08b_From_NR113271_1_description_Alistipes_indistinctus_strain_JCM_16068_16S_ribosomal_RNA_gene_partial_sequence_organism_Alistipes_indistinctus_YIT_12060_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_ncbitaxid_742725,1.0,1.0,9.0,2.0,1.0
CC11CM63SCR730d4753fdbc45db955cb2838064b564_From_NR113270_1_description_Blautia_producta_strain_JCM_1471_16S_ribosomal_RNA_gene_partial_sequence_organism_Blautia_producta_ATCC_27340_DSM_2950_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_ncbitaxid_1121114,5.0,1.0,7.0,1.0,11.0
CC11CM33SCRf22129b5d1e94855ba4fb6c88594cb29_From_GM884497_1_1501_description_GM884497_1_1501_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_denticanum_organism_Bacteroides_denticanum_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_266833,1.0,1.0,3.0,6.0,1.0
CC11CM62SCR9a16eca622364801b8df1ad534476b85_From_NR025230_1_description_Megasphaera_micronuciformis_strain_AIP_412_00_16S_ribosomal_RNA_gene_partial_sequence_organism_Megasphaera_micronuciformis_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megasphaera_ncbitaxid_187326,3.0,3.0,3.0,15.0,7.0
CC11CM25SCR3d0f9f61ce8e4030aeb39f21b36cc817_From_AB661433_1_1495_description_AB661433_1_1495_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_Roseburia_faecis_organism_Roseburia_faecis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_ncbitaxid_301302,5.0,5.0,10.0,1.0,9.0
CC11CM72SCR20847eff608a41678b0b2aa940dcba10_From_NR029160_1_description_Ruminococcus_callidus_strain_ATCC_27760_16S_ribosomal_RNA_gene_partial_sequence_organism_Ruminococcus_callidus_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_ncbitaxid_40519,1.0,5.0,3.0,3.0,5.0
CC11CM36SCRe6f54242913b4aab85bd6e2edaf68695_From_KF537630_1_1368_description_KF537630_1_1368_Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Atopobium_Atopobium_deltae_organism_Atopobium_deltae_taxonomy_Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Atopobium_ncbitaxid_1393034,1.0,1.0,1.0,1.0,3.0
CC11CM47SCR42fe20ae815440a08d1405bc2bf9aceb_From_AJ132842_30_1345_description_AJ132842_30_1345_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_Dorea_longicatena_organism_Dorea_longicatena_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_ncbitaxid_88431,1.0,1.0,1.0,1.0,11.0
CC11CM56SCRc065aa7a66f94d2081f12907a9cd2cb1_From_AB627078_1_1488_description_AB627078_1_1488_Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelatoclostridium_Erysipelatoclostridium_ramosum_organism_Erysipelatoclostridium_ramosum_taxonomy_Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelatoclostridium_ncbitaxid_1547,6.0,1.0,3.0,13.0,3.0
CC11CM40SCR8ad0a253e3c64e0381537ceb07a90c99_From_AB661433_1_1495_description_AB661433_1_1495_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_Roseburia_faecis_organism_Roseburia_faecis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_ncbitaxid_301302,5.0,5.0,10.0,1.0,9.0
CC11CM3SCRf8e1cbc6ee05409daa3f50bc89d03f7f_From_NR117138_2_description_Anaerostipes_hadrus_strain_DSM_3319_16S_ribosomal_RNA_partial_sequence_organism_Anaerostipes_hadrus_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_ncbitaxid_649756,5.0,3.0,2.0,4.0,11.0
CC11CM19SCR5a1fa3c997494756a2b1628136d5bc31_From_NR113071_1_description_Bacteroides_paurosaccharolyticus_strain_JCM_15092_16S_ribosomal_RNA_gene_partial_sequence_organism_Bacteroides_paurosaccharolyticus_JCM_15092_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_1236498,5.0,5.0,2.0,7.0,1.0
CC11CM39SCR97c8910a64ac4cc482050f58ad5ea256_From_FP929050_3523936_3525456_description_FP929050_3523936_3525456_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_Roseburia_intestinalis_XB6B4_organism_Roseburia_intestinalis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_ncbitaxid_718255,5.0,4.0,7.0,3.0,9.0
CC11CM13SCR28b3d9017d2546d2b2434abaf3c54daa_From_NR119284_1_description_Clostridium_thermosuccinogenes_strain_DSM_5807_16S_ribosomal_RNA_gene_partial_sequence_organism_Clostridium_thermosuccinogenes_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_ncbitaxid_84032,3.0,5.0,3.0,5.0,11.0
CC11CM78SCR1d641480817143b2b90b7a1cd7818be9_From_BAKM01000113_302_1808_description_BAKM01000113_302_1808_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_sartorii_JCM_17136_DSM_21941_organism_Bacteroides_sartorii_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_1236515,1.0,1.0,1.0,6.0,1.0
CC11CM73SCR0a2e6bee84e740229702265938d4f3c6_From_NR102823_1_description_Citrobacter_koseri_ATCC_BAA_895_strain_ATCC_BAA_895_16S_ribosomal_RNA_complete_sequence_organism_Citrobacter_koseri_ATCC_BAA_895_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Citrobacter_ncbitaxid_290338,7.0,9.0,1.0,5.0,4.0
CC11CM7SCRe4293545be674ae591a82131d1cc5c52_From_AGEL01000006_617172_618690_description_AGEL01000006_617172_618690_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Stomatobaculum_Stomatobaculum_longum_organism_Stomatobaculum_longum_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Stomatobaculum_ncbitaxid_796942,7.0,7.0,2.0,1.0,11.0
CC11CM91SCRe8fa53d4dd8c4fc0817e4d8fe56aad2f_From_AWWG01000020_296_1831_description_AWWG01000020_296_1831_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Coprobacter_Coprobacter_fastidiosus_NSB1_organism_Coprobacter_fastidiosus_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Coprobacter_ncbitaxid_1349822,1.0,7.0,5.0,5.0,1.0
CC11CM56SCR44566585f1ee46c0b379ef27d493f90f_From_AB661433_1_1495_description_AB661433_1_1495_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_Roseburia_faecis_organism_Roseburia_faecis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_ncbitaxid_301302,5.0,5.0,10.0,1.0,9.0
CC11CM53SCRb6507fe8b2c142ae8162ba3c44912c53_From_NR112097_1_description_Pseudoramibacter_alactolyticus_strain_ATCC_23263_16S_ribosomal_RNA_gene_complete_sequence_organism_Pseudoramibacter_alactolyticus_ATCC_23263_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Pseudoramibacter_ncbitaxid_887929,1.0,1.0,20.0,13.0,12.0
CC11CM96SCRcc54812b7fc7406d9f7e3f7b8205f9db_From_NR041508_1_description_Barnesiella_viscericola_strain_C46_16S_ribosomal_RNA_gene_partial_sequence_organism_Barnesiella_viscericola_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Barnesiella_ncbitaxid_397865,1.0,1.0,1.0,5.0,1.0
CC11CM54SCR5059d6d3c580458fa947e573762b1d4f_From_NR133972_1_description_Atopobium_deltae_strain_HHRM1715_16S_ribosomal_RNA_partial_sequence_organism_Atopobium_deltae_taxonomy_Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Atopobiaceae_Atopobium_ncbitaxid_1393034,1.0,1.0,1.0,1.0,3.0
CC11CM28SCR74ac2284ef0243a4bc41a5992affac3a_From_AB547642_1_1486_description_AB547642_1_1486_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_fluxus_organism_Bacteroides_fluxus_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_626930,3.0,1.0,3.0,3.0,1.0
CC11CM12SCRf090cdc4227a4b3aaaa21884ccdb689b_From_AB547642_1_1486_description_AB547642_1_1486_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_fluxus_organism_Bacteroides_fluxus_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_626930,3.0,1.0,3.0,3.0,1.0
CC11CM19SCR85ff77b1df094f178267d361c3eef3ce_From_NR113355_1_description_Dialister_invisus_strain_JCM_17566_16S_ribosomal_RNA_gene_partial_sequence_organism_Dialister_invisus_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Dialister_ncbitaxid_218538,1.0,1.0,2.0,14.0,5.0
CC11CM30SCR8809a14dfede46489410ebfe000ae9be_From_CP001859_380488_382032_description_CP001859_380488_382032_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Acidaminococcus_Acidaminococcus_fermentans_DSM_20731_organism_Acidaminococcus_fermentans_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Acidaminococcus_ncbitaxid_591001,1.0,1.0,6.0,17.0,7.0
CC11CM16SCR7e27837e75ae43da92e4e1fa370fb515_From_NR104735_1_description_Butyrivibrio_crossotus_strain_DSM_2876_16S_ribosomal_RNA_gene_partial_sequence_organism_Butyrivibrio_crossotus_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_ncbitaxid_45851,1.0,1.0,5.0,1.0,11.0
CC11CM87SCR27a021d5de0846e3a79a6e20b2907952_From_FJ489246_1_1486_description_FJ489246_1_1486_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megamonas_Megamonas_hypermegale_organism_Megamonas_hypermegale_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megamonas_ncbitaxid_158847,1.0,1.0,3.0,16.0,13.0
CC11CM27SCR246c64a4142c45ac8aac55900d763d0b_From_NR104846_1_description_Gemmiger_formicilis_strain_X2_56_16S_ribosomal_RNA_gene_partial_sequence_organism_Gemmiger_formicilis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Gemmiger_ncbitaxid_745368,1.0,1.0,1.0,1.0,10.0
CC11CM77SCR86246d18967f4c94a4333492cf7aff8a_From_KJ744311_1_1358_description_KJ744311_1_1358_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Pectobacterium_Pectobacterium_betavasculorum_organism_Pectobacterium_betavasculorum_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Pectobacterium_ncbitaxid_55207,18.0,4.0,1.0,3.0,5.0
CC11CM57SCR83d0cc7266da4396b9f5f9a657dd9abb_From_KF574954_1_1384_description_KF574954_1_1384_Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Abiotrophia_Abiotrophia_defectiva_organism_Abiotrophia_defectiva_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Abiotrophia_ncbitaxid_46125,20.0,20.0,18.0,3.0,1.0
CC11CM99SCR9556bd3c24384916a3470238d45b9889_From_NR113376_1_description_Veillonella_criceti_strain_JCM_6511_16S_ribosomal_RNA_gene_partial_sequence_organism_Veillonella_criceti_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Veillonella_ncbitaxid_103891,3.0,11.0,3.0,20.0,11.0
CC11CM52SCRbec2f5d1d93c4a439d5e97e828a316b2_From_KF999872_1_1487_description_KF999872_1_1487_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_nordii_organism_Bacteroides_nordii_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_291645,20.0,13.0,4.0,5.0,1.0
CC11CM54SCRa1387eb6782c41e29f9a29b4a50b6186_From_HQ457025_1_1483_description_HQ457025_1_1483_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium_prausnitzii_organism_Faecalibacterium_prausnitzii_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_ncbitaxid_853,1.0,1.0,1.0,1.0,17.0
CC11CM80SCRf75d431f1e874bd3bd601d75c1176ce0_From_X72867_1_1547_description_X72867_1_1547_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Phascolarctobacterium_Phascolarctobacterium_faecium_organism_Phascolarctobacterium_faecium_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Phascolarctobacterium_ncbitaxid_33025,5.0,4.0,1.0,20.0,7.0
CC11CM75SCR183cb0aa48dd42679866cdd972cfac40_From_AB212809_1_1543_description_AB212809_1_1543_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_Streptococcus_orisuis_organism_Streptococcus_orisuis_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_ncbitaxid_282078,3.0,5.0,1.0,3.0,2.0
CC11CM84SCR8f3eb22c06ee484991c820a02a6a9ac9_From_JF514887_1_1258_description_JF514887_1_1258_Bacteria_Firmicutes_Clostridia_Clostridiales_Christensenellaceae_Catabacter_Catabacter_hongkongensis_organism_Catabacter_hongkongensis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Christensenellaceae_Catabacter_ncbitaxid_270498,3.0,20.0,3.0,7.0,4.0
CC11CM12SCR9631b57c105a4ca89cf9198fbc6dbf1b_From_NR113376_1_description_Veillonella_criceti_strain_JCM_6511_16S_ribosomal_RNA_gene_partial_sequence_organism_Veillonella_criceti_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Veillonella_ncbitaxid_103891,3.0,11.0,3.0,20.0,11.0
CC11CM63SCR45de6521078e4ba7ab2c370817afa26f_From_AEGQ01000051_3546_5075_description_AEGQ01000051_3546_5075_Bacteria_Firmicutes_Bacilli_Lactobacillales_Leuconostocaceae_Leuconostoc_Leuconostoc_argentinum_KCTC_3773_organism_Leuconostoc_argentinum_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Leuconostocaceae_Leuconostoc_ncbitaxid_886872,7.0,3.0,1.0,3.0,9.0
CC11CM41SCR3e0649ee6c9640a1bee35acb4a7a4970_From_EF530558_1_1345_description_EF530558_1_1345_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Pectobacterium_Pectobacterium_wasabiae_organism_Pectobacterium_wasabiae_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Pectobacterium_ncbitaxid_55208,18.0,4.0,1.0,3.0,5.0
CC11CM54SCRa5f7e6bffa6849f18097a9cdd0ca01e5_From_NR104737_1_description_Eubacterium_oxidoreducens_strain_G41_16S_ribosomal_RNA_gene_partial_sequence_organism_Eubacterium_oxidoreducens_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_ncbitaxid_1732,6.0,2.0,10.0,3.0,11.0
CC11CM96SCRa9a087aba9dc4b2ca672668fac7a7a10_From_NR133762_1_description_Hungatella_effluvii_strain_UB_B_2_16S_ribosomal_RNA_partial_sequence_organism_Hungatella_effluvii_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Hungatella_ncbitaxid_1096246,1.0,1.0,6.0,1.0,11.0
CC11CM0SCRf4609d1b137d4abfa11af2713e075214_From_FJ611794_1_1404_description_FJ611794_1_1404_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_Ruminococcus_faecis_organism_Ruminococcus_faecis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_ncbitaxid_592978,1.0,19.0,9.0,1.0,9.0
CC11CM71SCR608492a6e0cf4597bd6855ad752efbfe_From_AB200223_1_1491_description_AB200223_1_1491_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_coprocola_organism_Bacteroides_coprocola_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_310298,1.0,6.0,8.0,6.0,1.0
CC11CM83SCRd4e41ca462dc46af89f62e947df8d6c7_From_AB554230_1_1487_description_AB554230_1_1487_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_finegoldii_organism_Alistipes_finegoldii_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_ncbitaxid_214856,1.0,3.0,9.0,6.0,1.0
CC11CM63SCR7758ff5c2f294b9e93f08ce5809d0879_From_NR104846_1_description_Gemmiger_formicilis_strain_X2_56_16S_ribosomal_RNA_gene_partial_sequence_organism_Gemmiger_formicilis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Gemmiger_ncbitaxid_745368,1.0,1.0,1.0,1.0,10.0
CC11CM4SCR7869290c262c4cc69324259f0a011416_From_NR074634_1_description_Eubacterium_rectale_strain_ATCC_33656_16S_ribosomal_RNA_gene_complete_sequence_organism_Agathobacter_rectalis_ATCC_33656_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Agathobacter_ncbitaxid_515619,5.0,5.0,10.0,1.0,8.0
CC11CM30SCR5bd316306b6c40e19a5be5ce0b429744_From_AB698914_1_1392_description_AB698914_1_1392_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Fusicatenibacter_Fusicatenibacter_saccharivorans_organism_Fusicatenibacter_saccharivorans_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Fusicatenibacter_ncbitaxid_1150298,12.0,20.0,8.0,1.0,11.0
CC11CM94SCR9bb254141c984953804c0ea0722a1e73_From_AB572597_1_1490_description_AB572597_1_1490_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_sartorii_organism_Bacteroides_sartorii_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_671267,2.0,2.0,1.0,6.0,1.0
CC11CM73SCRd80b528ac93440aa95e28cb3d906017c_From_NR113015_1_description_Bacteroides_chinchillae_strain_JCM_16497_16S_ribosomal_RNA_gene_complete_sequence_organism_Bacteroides_sartorii_JCM_16497_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_1236538,1.0,1.0,1.0,6.0,1.0
CC11CM90SCR429673c465ce4f328061b9284a09df7d_From_JN703378_1_1490_description_JN703378_1_1490_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Coprobacter_Coprobacter_fastidiosus_organism_Coprobacter_fastidiosus_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Coprobacter_ncbitaxid_1099853,1.0,7.0,5.0,5.0,1.0
CC11CM1SCRc11b8be281cd488da7a442735fadfaf6_From_AB370250_1_1494_description_AB370250_1_1494_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Parasutterella_Parasutterella_excrementihominis_organism_Parasutterella_excrementihominis_taxonomy_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Parasutterella_ncbitaxid_487175,1.0,15.0,12.0,3.0,1.0
CC11CM88SCRc938373b2ca443c19486d1820463f0bb_From_CP007034_2537143_2538680_description_CP007034_2537143_2538680_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Barnesiella_Barnesiella_viscericola_DSM_18177_organism_Barnesiella_viscericola_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Barnesiella_ncbitaxid_880074,1.0,1.0,1.0,5.0,1.0
CC11CM38SCR820491d3e3c14f4bbb56800015527b48_From_NR117867_1_description_Blautia_stercoris_strain_GAM6_1_16S_ribosomal_RNA_gene_partial_sequence_organism_Blautia_stercoris_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_ncbitaxid_871664,5.0,1.0,6.0,1.0,11.0
CC11CM19SCR0ddf8110b0814ebd807213e5f97543fa_From_AB698912_1_1514_description_AB698912_1_1514_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Fusicatenibacter_Fusicatenibacter_saccharivorans_organism_Fusicatenibacter_saccharivorans_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Fusicatenibacter_ncbitaxid_1150298,12.0,20.0,8.0,1.0,11.0
CC11CM92SCR3f98f0631b7a4ff1adea0bd81ac8307a_From_AGXG01000147_173444_174954_description_AGXG01000147_173444_174954_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_cellulosilyticus_CL02T12C19_organism_Bacteroides_cellulosilyticus_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_997874,1.0,1.0,3.0,3.0,1.0
CC11CM93SCR3aafa82f71b043f59c6d321a7acc5c91_From_NR043656_1_description_Megasphaera_sueciensis_strain_VTT_E_97791_16S_ribosomal_RNA_gene_partial_sequence_organism_Megasphaera_sueciensis_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megasphaera_ncbitaxid_349094,3.0,1.0,3.0,17.0,7.0
CC11CM71SCR9ef30e3a91004c8ba41b929b477bb904_From_ACCH01000108_3638_5148_description_ACCH01000108_3638_5148_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_cellulosilyticus_DSM_14838_organism_Bacteroides_cellulosilyticus_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_537012,1.0,1.0,3.0,3.0,1.0
CC11CM38SCR2191f191e74d46b7978a6158a9ed8d00_From_AJ748647_1_1457_description_AJ748647_1_1457_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Sutterella_Sutterella_sanguinus_organism_Sutterella_sanguinus_taxonomy_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Sutterella_ncbitaxid_282125,1.0,1.0,15.0,3.0,1.0
